zip,city,state,lat,lon
75118,Elmo,Texas,32.5996,-96.3027
77871,Normangee,Texas,31.0705,-96.125
79329,Idalou,Texas,33.6504,-101.6786
79424,Lubbock,Texas,33.5159,-101.9344
76703,Waco,Texas,31.5536,-97.2032
76704,Waco,Texas,31.5773,-97.1241
78852,Eagle Pass,Texas,28.7028,-100.4818
79708,Midland,Texas,31.8693,-102.0317
76577,Thorndale,Texas,30.6082,-97.1764
77306,Conroe,Texas,30.2277,-95.2851
77357,New Caney,Texas,30.1579,-95.198
79234,Flomot,Texas,34.2321,-101.0038
76641,Frost,Texas,32.0275,-96.7684
78463,Corpus Christi,Texas,27.777,-97.4632
76098,Azle,Texas,32.8957,-97.5636
79740,Girvin,Texas,31.0629,-102.3885
77335,Goodrich,Texas,30.6079,-94.9592
79120,Amarillo,Texas,35.1964,-101.8034
79114,Amarillo,Texas,35.05,-101.8175
77950,Austwell,Texas,28.4023,-96.853
77990,Tivoli,Texas,28.4587,-96.8928
75691,Tatum,Texas,32.3266,-94.596
79549,Snyder,Texas,32.7451,-100.9175
99553,Akutan,Alaska,54.143,-165.7854
99571,Cold Bay,Alaska,55.1858,-162.7211
99546,Adak,Alaska,51.874,-176.634
99621,Kwethluk,Alaska,60.8122,-161.4358
99705,North Pole,Alaska,64.7805,-147.3694
99778,Teller,Alaska,65.2402,-166.3833
99723,Barrow,Alaska,71.2346,-156.8174
99590,Grayling,Alaska,62.9036,-160.0647
99768,Ruby,Alaska,64.7201,-155.5039
36863,Lanett,Alabama,32.8616,-85.2161
35085,Jemison,Alabama,32.9805,-86.7181
35661,Muscle Shoals,Alabama,34.7561,-87.6304
35674,Tuscumbia,Alabama,34.6874,-87.6833
35962,Crossville,Alabama,34.2588,-86.0306
35988,Sylvania,Alabama,34.559,-85.7921
36349,Malvern,Alabama,31.1212,-85.5592
36321,Cowarts,Alabama,31.2025,-85.3014
35966,Flat Rock,Alabama,34.8076,-85.7084
35213,Birmingham,Alabama,33.5066,-86.7428
35222,Birmingham,Alabama,33.5219,-86.7666
35282,Birmingham,Alabama,33.5446,-86.9292
35592,Vernon,Alabama,33.7613,-88.0979
36801,Opelika,Alabama,32.6454,-85.3783
35613,Athens,Alabama,34.8317,-86.8867
35564,Hackleburg,Alabama,34.2678,-87.8608
36617,Mobile,Alabama,30.7145,-88.0918
36688,Mobile,Alabama,30.6962,-88.1821
36470,Perdue Hill,Alabama,31.5141,-87.4933
36480,Uriah,Alabama,31.3135,-87.5705
36135,Montgomery,Alabama,32.2334,-86.2085
35054,Cropwell,Alabama,33.5296,-86.3007
35407,Tuscaloosa,Alabama,33.3066,-87.4532
72073,Humphrey,Arkansas,34.4034,-91.679
71646,Hamburg,Arkansas,33.2058,-91.8023
71640,Eudora,Arkansas,33.1213,-91.2716
72422,Corning,Arkansas,36.4155,-90.587
72437,Lake City,Arkansas,35.8171,-90.4423
72447,Monette,Arkansas,35.9002,-90.3437
71675,Wilmar,Arkansas,33.6213,-91.9257
71914,Hot Springs National Park,Arkansas,34.5137,-92.9685
71949,Jessieville,Arkansas,34.7094,-93.0382
71968,Royal,Arkansas,34.515,-93.2897
71801,Hope,Arkansas,33.6736,-93.6068
71942,Friendship,Arkansas,34.2235,-93.0024
72503,Batesville,Arkansas,35.7346,-91.5343
72536,Franklin,Arkansas,36.1703,-91.776
72566,Pineville,Arkansas,36.1677,-92.1073
72133,Reydell,Arkansas,34.1715,-91.5656
72311,Aubrey,Arkansas,34.7195,-90.8969
72341,Haynes,Arkansas,34.8838,-90.7666
72069,Holly Grove,Arkansas,34.5993,-91.1844
72125,Perry,Arkansas,35.0443,-92.7958
72432,Harrisburg,Arkansas,35.5722,-90.7038
72472,Trumann,Arkansas,35.5882,-90.562
72078,Jacksonville,Arkansas,34.8662,-92.1101
72117,North Little Rock,Arkansas,34.7658,-92.1524
72203,Little Rock,Arkansas,34.8835,-92.3908
72906,Fort Smith,Arkansas,35.3859,-94.3985
71747,Huttig,Arkansas,33.0459,-92.1942
72137,Rose Bud,Arkansas,35.3214,-92.062
72143,Searcy,Arkansas,35.2436,-91.7317
85936,Saint Johns,Arizona,34.501,-109.3796
86515,Window Rock,Arizona,35.6676,-109.0784
86538,Many Farms,Arizona,36.4083,-109.634
86035,Leupp,Arizona,35.3365,-110.9927
86036,Marble Canyon,Arizona,36.737,-111.8229
86040,Page,Arizona,36.9147,-111.4558
85346,Quartzsite,Arizona,33.7292,-114.1925
85032,Phoenix,Arizona,33.6238,-112.0044
85046,Phoenix,Arizona,33.4484,-112.074
85071,Phoenix,Arizona,33.4484,-112.074
85075,Phoenix,Arizona,33.4484,-112.074
85087,New River,Arizona,33.9235,-112.1279
85127,Chandler Heights,Arizona,33.2125,-111.697
85269,Fountain Hills,Arizona,33.6117,-111.7174
85295,Gilbert,Arizona,33.3054,-111.7408
85306,Glendale,Arizona,33.6239,-112.1776
85360,Wikieup,Arizona,34.7033,-113.6113
86436,Topock,Arizona,34.7784,-114.4817
85128,Coolidge,Arizona,32.9574,-111.5344
85194,Casa Grande,Arizona,32.8984,-111.6261
94568,Dublin,California,37.7166,-121.9226
94612,Oakland,California,37.8085,-122.2668
94620,Piedmont,California,37.8244,-122.2316
94623,Oakland,California,37.8044,-122.2708
94659,Oakland,California,37.8044,-122.2708
95950,Grimes,California,39.0744,-121.8927
94807,Richmond,California,37.9358,-122.3477
95619,Diamond Springs,California,38.6865,-120.8145
95709,Camino,California,38.747,-120.6743
93628,Hume,California,36.7515,-118.9575
93675,Yokuts,California,36.7071,-119.1814
93704,Fresno,California,36.7991,-119.8016
93729,Fresno,California,36.7464,-119.6397
93750,Fresno,California,36.7464,-119.6397
95564,Samoa,California,40.8037,-124.1936
95565,Scotia,California,40.4583,-124.0517
93313,Bakersfield,California,35.2974,-119.0509
93380,Bakersfield,California,35.2944,-118.9052
93383,Bakersfield,California,35.2944,-118.9052
95422,Clearlake,California,38.9576,-122.636
95467,Hidden Valley Lake,California,38.8036,-122.5407
90002,Los Angeles,California,33.9497,-118.2462
90011,Los Angeles,California,34.0079,-118.2582
90040,Los Angeles,California,33.9909,-118.1532
90048,Los Angeles,California,34.0737,-118.372
90051,Los Angeles,California,34.0522,-118.2437
90061,Los Angeles,California,33.9245,-118.2716
90224,Compton,California,33.7866,-118.2987
90247,Gardena,California,33.8925,-118.2961
90267,Manhattan Beach,California,33.7866,-118.2987
90606,Whittier,California,33.9777,-118.0658
90638,La Mirada,California,33.9067,-118.0101
91101,Pasadena,California,34.1468,-118.1391
91125,Pasadena,California,34.1478,-118.1445
91188,Pasadena,California,34.1478,-118.1445
91210,Glendale,California,34.1425,-118.2551
91340,San Fernando,California,34.2875,-118.4352
91381,Stevenson Ranch,California,34.3775,-118.6131
91394,Granada Hills,California,34.2647,-118.5231
91609,North Hollywood,California,34.1722,-118.379
91750,La Verne,California,34.1159,-117.7708
93539,Lancaster,California,34.698,-118.1367
93645,O Neals,California,37.1639,-119.6652
95338,Mariposa,California,37.4931,-119.9219
93635,Los Banos,California,37.0627,-120.8544
95343,Merced,California,37.3082,-120.48
95388,Winton,California,37.4014,-120.6045
96015,Canby,California,41.4664,-120.9218
92618,Irvine,California,33.7074,-117.7054
92657,Newport Coast,California,33.5943,-117.8334
92673,San Clemente,California,33.4615,-117.6375
92676,Silverado,California,33.7451,-117.6153
92808,Anaheim,California,33.8579,-117.7513
92264,Palm Springs,California,33.8018,-116.517
92513,Riverside,California,33.9533,-117.3962
94291,Sacramento,California,38.5816,-121.4944
95626,Elverta,California,38.7233,-121.4497
95043,Paicines,California,36.4985,-120.9744
92248,La Quinta,California,33.6736,-116.2951
92324,Colton,California,34.0315,-117.2874
92336,Fontana,California,34.1173,-117.4378
92341,Green Valley Lake,California,34.2348,-117.066
92352,Lake Arrowhead,California,34.2606,-117.2016
92376,Rialto,California,34.1132,-117.3771
92401,San Bernardino,California,34.1105,-117.2898
92408,San Bernardino,California,34.0831,-117.2711
91909,Chula Vista,California,32.6401,-117.0842
91951,National City,California,32.6781,-117.0992
92057,Oceanside,California,33.2407,-117.3025
92124,San Diego,California,32.8201,-117.0986
92140,San Diego,California,32.7434,-117.2004
92167,San Diego,California,32.7153,-117.1573
92168,San Diego,California,32.7153,-117.1573
95220,Acampo,California,38.2004,-121.2186
95366,Ripon,California,37.7491,-121.1284
94020,La Honda,California,37.2726,-122.2495
94062,Redwood City,California,37.4245,-122.296
93437,Lompoc,California,34.7532,-120.5171
93454,Santa Maria,California,34.9545,-120.4325
93455,Santa Maria,California,34.8286,-120.4268
94039,Mountain View,California,37.3861,-122.0839
94301,Palo Alto,California,37.4443,-122.1497
99583,False Pass,Alaska,54.8542,-163.4113
99609,Kasigluk,Alaska,60.8956,-162.5181
99668,Sleetmute,Alaska,61.7025,-157.1697
99707,Fairbanks,Alaska,64.8378,-147.7164
99803,Juneau,Alaska,58.3019,-134.4197
99669,Soldotna,Alaska,60.4818,-151.1358
99771,Shaktoolik,Alaska,64.3537,-161.1932
99761,Noatak,Alaska,67.5711,-162.9653
99825,Elfin Cove,Alaska,58.1944,-136.3433
36008,Booth,Alabama,32.5016,-86.5727
36564,Point Clear,Alabama,30.4741,-87.9192
36578,Stapleton,Alabama,30.7476,-87.7787
36862,Lafayette,Alabama,32.9252,-85.4426
35973,Gaylesville,Alabama,34.3573,-85.5589
35660,Sheffield,Alabama,34.7578,-87.6971
36038,Gantt,Alabama,31.4068,-86.4841
36024,Eclectic,Alabama,32.6542,-86.0316
35764,Paint Rock,Alabama,34.7031,-86.3068
35741,Brownsboro,Alabama,34.7167,-86.4687
35802,Huntsville,Alabama,34.6679,-86.5603
35814,Huntsville,Alabama,34.734,-86.5229
36671,Mobile,Alabama,30.6589,-88.178
36052,Mathews,Alabama,32.1283,-86.0413
36065,Pine Level,Alabama,32.0726,-86.0606
36276,Wadley,Alabama,33.1492,-85.5513
35402,Tuscaloosa,Alabama,33.3066,-87.4532
35444,Brookwood,Alabama,33.2775,-87.309
36583,Tibbie,Alabama,31.4067,-88.1758
36728,Catherine,Alabama,32.182,-87.4836
72048,Ethel,Arkansas,34.2435,-91.1398
72651,Midway,Arkansas,36.3933,-92.4881
72654,Mountain Home,Arkansas,36.3353,-92.3852
72179,Wilburn,Arkansas,35.5106,-91.8648
72530,Drasco,Arkansas,35.6616,-91.9398
71665,Rison,Arkansas,33.9453,-92.1188
72080,Jerusalem,Arkansas,35.5699,-92.8251
72034,Conway,Arkansas,35.0823,-92.4683
72039,Damascus,Arkansas,35.3673,-92.4096
72043,Diaz,Arkansas,35.6336,-91.2592
72471,Swifton,Arkansas,35.8274,-91.1264
72440,Lynn,Arkansas,35.9813,-91.2676
72826,Blue Mountain,Arkansas,35.1304,-93.7116
72083,Keo,Arkansas,34.6041,-92.0078
71837,Fouke,Arkansas,33.3025,-93.901
72438,Leachville,Arkansas,35.9332,-90.1955
72641,Jasper,Arkansas,36.0038,-93.2048
71726,Chidester,Arkansas,33.6652,-92.9969
71751,Louann,Arkansas,33.4169,-92.777
72354,Lepanto,Arkansas,35.6069,-90.3359
72199,North Little Rock,Arkansas,34.8272,-92.2847
72089,Bryant,Arkansas,34.5959,-92.489
71750,Lawson,Arkansas,33.1968,-92.4829
85930,Mcnary,Arizona,34.0754,-109.8532
86028,Petrified Forest Natl Pk,Arizona,35.2375,-109.5229
86504,Fort Defiance,Arizona,35.7445,-109.0765
86556,Tsaile,Arizona,36.3071,-109.2176
85605,Bowie,Arizona,32.3265,-109.487
85610,Elfrida,Arizona,31.7139,-109.6193
85650,Sierra Vista,Arizona,31.4892,-110.2153
86023,Grand Canyon,Arizona,35.9421,-112.1309
85334,Ehrenberg,Arizona,33.6177,-114.5077
85025,Phoenix,Arizona,33.4484,-112.074
85038,Phoenix,Arizona,33.4484,-112.074
85044,Phoenix,Arizona,33.3291,-111.9943
85048,Phoenix,Arizona,33.316,-112.0669
85086,Phoenix,Arizona,33.8155,-112.1202
85097,Phoenix,Arizona,33.4484,-112.074
85225,Chandler,Arizona,33.3105,-111.8239
85252,Scottsdale,Arizona,33.4995,-111.8684
85280,Tempe,Arizona,33.4014,-111.9313
86438,Yucca,Arizona,34.8722,-114.1494
85901,Show Low,Arizona,34.2998,-110
85619,Mount Lemmon,Arizona,32.3763,-110.7605
85717,Tucson,Arizona,32.2217,-110.9265
85719,Tucson,Arizona,32.2474,-110.9491
85734,Tucson,Arizona,32.0651,-110.9353
85172,Stanfield,Arizona,32.8823,-111.966
85646,Tubac,Arizona,31.6126,-111.0459
86338,Skull Valley,Arizona,34.5053,-112.6855
85369,Yuma,Arizona,32.7253,-114.6244
94502,Alameda,California,37.7351,-122.2431
94542,Hayward,California,37.6586,-122.0472
94543,Hayward,California,37.6688,-122.0808
94621,Oakland,California,37.7589,-122.1853
94572,Rodeo,California,38.0307,-122.2581
94805,Richmond,California,37.9417,-122.3238
95538,Fort Dick,California,41.8679,-124.149
95726,Pollock Pines,California,38.7708,-120.5427
93642,Mono Hot Springs,California,37.3266,-119.0176
93651,Prather,California,36.9938,-119.5268
93701,Fresno,California,36.7487,-119.7867
93740,Fresno,California,36.7464,-119.6397
92273,Seeley,California,32.7941,-115.6948
93307,Bakersfield,California,35.3275,-118.9839
93387,Bakersfield,California,35.2944,-118.9052
95461,Middletown,California,38.7824,-122.6487
90016,Los Angeles,California,34.0298,-118.3528
90020,Los Angeles,California,34.0665,-118.3022
90041,Los Angeles,California,34.1339,-118.2082
90088,Los Angeles,California,34.0522,-118.2437
90202,Bell,California,33.9775,-118.187
90245,El Segundo,California,33.9243,-118.4119
90296,Playa Del Rey,California,33.7866,-118.2987
90507,Torrance,California,33.7866,-118.2987
90661,Pico Rivera,California,33.9831,-118.0967
90712,Lakewood,California,33.8512,-118.1457
90715,Lakewood,California,33.8405,-118.0767
90748,Wilmington,California,33.78,-118.2626
90847,Long Beach,California,33.7866,-118.2987
91025,Sierra Madre,California,34.1617,-118.0528
91470,Van Nuys,California,34.1867,-118.449
91602,North Hollywood,California,34.151,-118.3663
93532,Lake Hughes,California,34.6847,-118.5442
93590,Palmdale,California,34.5794,-118.1165
94939,Larkspur,California,37.9367,-122.5362
94963,San Geronimo,California,38.0133,-122.6639
94998,Novato,California,38.1173,-122.5684
95345,Midpines,California,37.5757,-119.9601
95429,Dos Rios,California,39.7168,-123.3533
95341,Merced,California,37.2308,-120.5144
93512,Benton,California,37.8926,-118.5647
93926,Gonzales,California,36.49,-121.4103
95039,Moss Landing,California,36.8175,-121.7773
90620,Buena Park,California,33.8439,-118.008
92672,San Clemente,California,33.4361,-117.6231
92675,San Juan Capistrano,California,33.5085,-117.6565
92712,Santa Ana,California,33.7496,-117.875
92202,Indio,California,33.7529,-116.0556
92255,Palm Desert,California,33.7225,-116.377
92258,North Palm Springs,California,33.9228,-116.5431
92261,Palm Desert,California,33.6604,-116.4082
92263,Palm Springs,California,33.7611,-116.5359
92320,Calimesa,California,33.9946,-117.043
92562,Murrieta,California,33.5631,-117.2738
92570,Perris,California,33.7852,-117.3166
92582,San Jacinto,California,33.7883,-116.9819
94204,Sacramento,California,38.5816,-121.4944
94263,Sacramento,California,38.5816,-121.4944
94287,Sacramento,California,38.5816,-121.4944
95621,Citrus Heights,California,38.6952,-121.3075
95023,Hollister,California,36.8337,-121.3439
92310,Fort Irwin,California,35.2625,-116.6966
92322,Cedarpines Park,California,34.2544,-117.3265
92340,Hesperia,California,34.4264,-117.3009
92372,Pinon Hills,California,34.4429,-117.6403
92415,San Bernardino,California,34.1083,-117.2898
92423,San Bernardino,California,34.1083,-117.2898
92427,San Bernardino,California,34.1083,-117.2898
91931,Guatay,California,32.8497,-116.5583
92039,La Jolla,California,32.8473,-117.2742
92078,San Marcos,California,33.1193,-117.185
92111,San Diego,California,32.7972,-117.1708
94111,San Francisco,California,37.7974,-122.4001
94132,San Francisco,California,37.7211,-122.4754
95203,Stockton,California,37.9532,-121.3116
95330,Lathrop,California,37.8209,-121.2827
95376,Tracy,California,37.7383,-121.4345
93405,San Luis Obispo,California,35.2901,-120.6817
93461,Shandon,California,35.6513,-120.372
93475,Oceano,California,35.1004,-120.6111
94080,South San Francisco,California,37.6574,-122.4235
93464,Solvang,California,34.6744,-120.1115
94089,Sunnyvale,California,37.3983,-122.0006
80443,Frisco,Colorado,39.5589,-106.1332
80816,Florissant,Colorado,38.8546,-105.3121
80822,Joes,Colorado,39.6564,-102.6788
06852,Norwalk,Connecticut,41.3089,-73.3637
06914,Stamford,Connecticut,41.0534,-73.5387
06926,Stamford,Connecticut,41.0412,-73.5386
06027,East Hartland,Connecticut,42.0016,-72.9242
06083,Enfield,Connecticut,41.9762,-72.5918
06111,Newington,Connecticut,41.686,-72.7296
06094,Winchester Center,Connecticut,41.8963,-73.1463
06413,Clinton,Connecticut,41.2912,-72.528
06725,Waterbury,Connecticut,41.5582,-73.0515
06071,Somers,Connecticut,41.9978,-72.4583
06248,Hebron,Connecticut,41.6842,-72.3986
06265,South Willington,Connecticut,41.8554,-72.3015
06278,Ashford,Connecticut,41.889,-72.1476
20022,Washington,District of Columbia,38.945,-77.0364
20214,Washington,District of Columbia,38.8933,-77.0146
20268,Washington,District of Columbia,38.8933,-77.0146
20299,Washington,District of Columbia,38.8933,-77.0146
20301,Washington,District of Columbia,38.8894,-77.0311
20410,Washington,District of Columbia,38.8933,-77.0146
20539,Washington,District of Columbia,38.8933,-77.0146
20590,Washington,District of Columbia,38.884,-77.0221
56920,Washington,District of Columbia,38.8952,-77.0365
19943,Felton,Delaware,39.0225,-75.5829
32409,Panama City,Florida,30.3117,-85.6923
32908,Palm Bay,Florida,27.9816,-80.6894
33060,Pompano Beach,Florida,26.2315,-80.1235
33322,Fort Lauderdale,Florida,26.1502,-80.2745
33949,Port Charlotte,Florida,26.9939,-82.0984
33955,Punta Gorda,Florida,26.824,-81.9547
33981,Port Charlotte,Florida,26.9379,-82.2388
34461,Lecanto,Florida,28.8516,-82.4876
34102,Naples,Florida,26.134,-81.7953
34114,Naples,Florida,26.0143,-81.5856
34119,Naples,Florida,26.2665,-81.7146
32231,Jacksonville,Florida,30.3449,-81.6831
33564,Plant City,Florida,28.0296,-82.1347
33663,Tampa,Florida,27.872,-82.4388
32969,Vero Beach,Florida,27.709,-80.5726
32971,Winter Beach,Florida,27.7192,-80.4206
32776,Sorrento,Florida,28.8035,-81.5323
33918,North Fort Myers,Florida,26.6673,-81.8801
34205,Bradenton,Florida,27.4841,-82.5834
34216,Anna Maria,Florida,27.5291,-82.7317
34243,Sarasota,Florida,27.4072,-82.5303
33017,Hialeah,Florida,25.8576,-80.2781
33018,Hialeah,Florida,25.9098,-80.3889
33125,Miami,Florida,25.7825,-80.2341
33140,Miami Beach,Florida,25.8198,-80.1337
33151,Miami,Florida,25.8321,-80.2094
33167,Miami,Florida,25.8856,-80.2292
33169,Miami,Florida,25.9441,-80.2144
33178,Miami,Florida,25.8141,-80.3549
33193,Miami,Florida,25.6964,-80.4401
33266,Miami,Florida,25.7743,-80.1937
33269,Miami,Florida,25.7743,-80.1937
33037,Key Largo,Florida,25.0865,-80.4473
33045,Key West,Florida,24.5552,-81.7816
32792,Winter Park,Florida,28.5974,-81.3036
32810,Orlando,Florida,28.6214,-81.4294
34778,Winter Garden,Florida,28.5653,-81.5862
33483,Delray Beach,Florida,26.4546,-80.0656
33731,Saint Petersburg,Florida,27.8918,-82.7248
33732,Saint Petersburg,Florida,27.8918,-82.7248
33807,Lakeland,Florida,28.0395,-81.9498
32139,Georgetown,Florida,29.3842,-81.6183
32187,San Mateo,Florida,29.5888,-81.5921
32080,Saint Augustine,Florida,29.7964,-81.2649
32085,Saint Augustine,Florida,29.9377,-81.4206
32571,Milton,Florida,30.6698,-87.1794
32714,Altamonte Springs,Florida,28.6625,-81.4117
32174,Ormond Beach,Florida,29.2833,-81.0882
32176,Ormond Beach,Florida,29.3222,-81.0584
30178,Taylorsville,Georgia,34.1229,-84.9739
31629,Dixie,Georgia,30.7722,-83.6792
31302,Bloomingdale,Georgia,32.1177,-81.3085
31412,Savannah,Georgia,32.0835,-81.0998
30603,Athens,Georgia,33.9609,-83.3779
30604,Athens,Georgia,33.9443,-83.3891
30607,Athens,Georgia,34.007,-83.4278
31630,Du Pont,Georgia,30.9885,-82.8715
30062,Marietta,Georgia,34.0025,-84.4633
31753,Funston,Georgia,31.2054,-83.8776
30031,Decatur,Georgia,33.7748,-84.2963
30322,Atlanta,Georgia,33.7952,-84.3248
30555,Mc Caysville,Georgia,34.9739,-84.4291
30164,Rome,Georgia,34.3333,-85.2337
30040,Cumming,Georgia,34.2321,-84.158
30272,Red Oak,Georgia,33.6259,-84.5163
30311,Atlanta,Georgia,33.723,-84.4702
30318,Atlanta,Georgia,33.7865,-84.4454
30010,Norcross,Georgia,33.9604,-84.0379
30042,Lawrenceville,Georgia,33.9295,-84.1032
30091,Norcross,Georgia,33.9604,-84.0379
30503,Gainesville,Georgia,34.3454,-83.9505
30110,Bremen,Georgia,33.7309,-85.1286
30140,Felton,Georgia,33.8823,-85.2349
30228,Hampton,Georgia,33.4124,-84.2947
31047,Kathleen,Georgia,32.4672,-83.6128
30530,Commerce,Georgia,34.1683,-83.4022
31096,Wrightsville,Georgia,32.7219,-82.7262
30454,Rockledge,Georgia,32.3915,-82.7479
30708,Cisco,Georgia,34.9618,-84.6646
30070,Porterdale,Georgia,33.5712,-83.8951
30175,Talking Rock,Georgia,34.5394,-84.4912
30295,Zebulon,Georgia,33.1002,-84.3108
39825,Brinson,Georgia,30.9788,-84.7373
31039,Howard,Georgia,32.596,-84.3844
31775,Omega,Georgia,31.33,-83.5974
30474,Vidalia,Georgia,32.1934,-82.4067
30285,The Rock,Georgia,32.9717,-84.2424
30571,Sautee Nacoochee,Georgia,34.7162,-83.6931
30270,Peachtree City,Georgia,33.3968,-84.59
30719,Dalton,Georgia,34.7698,-84.9702
96721,Hilo,Hawaii,19.7299,-155.0907
96727,Honokaa,Hawaii,20.0827,-155.488
96712,Haleiwa,Hawaii,21.6312,-158.0693
96857,Schofield Barracks,Hawaii,21.4963,-158.0646
96747,Kaumakani,Hawaii,21.9213,-159.6241
96765,Lawai,Hawaii,21.9309,-159.4993
52146,Harpers Ferry,Iowa,43.1698,-91.2188
50643,Hudson,Iowa,42.3905,-92.4549
51002,Alta,Iowa,42.6771,-95.3129
50658,Nashua,Iowa,42.9528,-92.5298
52771,Teeds Grove,Iowa,41.9991,-90.2187
52774,Welton,Iowa,41.9081,-90.5954
51441,Deloit,Iowa,42.1238,-95.3045
50144,Leon,Iowa,40.7373,-93.7429
51360,Spirit Lake,Iowa,43.4262,-95.1123
52002,Dubuque,Iowa,42.5122,-90.7384
52040,Dyersville,Iowa,42.4833,-91.1183
50029,Bayard,Iowa,41.8519,-94.5583
52136,Cresco,Iowa,43.363,-92.126
50582,Rutland,Iowa,42.7635,-94.2719
52301,Marengo,Iowa,41.7863,-92.072
52070,Sabula,Iowa,42.0737,-90.1955
50028,Baxter,Iowa,41.8204,-93.1583
50228,Prairie City,Iowa,41.5854,-93.241
52533,Batavia,Iowa,40.9905,-92.1431
52556,Fairfield,Iowa,41.0039,-91.9576
52312,Morley,Iowa,42.006,-91.2459
52323,Oxford Junction,Iowa,41.9854,-90.9543
52568,Martinsburg,Iowa,41.1948,-92.2715
52218,Coggon,Iowa,42.2792,-91.5413
52402,Cedar Rapids,Iowa,42.0188,-91.6612
50476,Stacyville,Iowa,43.4457,-92.761
51009,Calumet,Iowa,42.9444,-95.5515
51637,College Springs,Iowa,40.6249,-95.1157
50309,Des Moines,Iowa,41.5887,-93.6212
50391,Des Moines,Iowa,41.6727,-93.5722
50394,Des Moines,Iowa,41.6727,-93.5722
50014,Ames,Iowa,42.0486,-93.6945
50046,Cambridge,Iowa,41.9025,-93.5305
50173,Montour,Iowa,41.9709,-92.7006
52565,Keosauqua,Iowa,40.7424,-91.9704
51030,Lawton,Iowa,42.5047,-96.2189
83711,Boise,Idaho,43.4599,-116.244
83281,Swanlake,Idaho,42.3195,-111.9781
83239,Georgetown,Idaho,42.4821,-111.3708
83313,Bellevue,Idaho,43.4397,-114.2498
83629,Horseshoe Bend,Idaho,43.9229,-116.1809
83637,Lowman,Idaho,44.1106,-115.5285
83822,Oldtown,Idaho,48.1552,-116.9781
83606,Caldwell,Idaho,43.7249,-116.7989
83285,Wayan,Idaho,43.0269,-111.2541
83355,Wendell,Idaho,42.7579,-114.7154
83554,White Bird,Idaho,45.7521,-116.2889
83855,Potlatch,Idaho,46.9448,-116.9141
83253,May,Idaho,44.6044,-113.912
83347,Paul,Idaho,42.624,-113.7971
83501,Lewiston,Idaho,46.3646,-116.8609
83655,New Plymouth,Idaho,43.959,-116.8048
83211,American Falls,Idaho,42.6352,-112.9458
83302,Rogerson,Idaho,42.218,-114.5942
62305,Quincy,Illinois,39.9601,-91.3026
62348,Lima,Illinois,40.1775,-91.3785
62962,Miller City,Illinois,37.1034,-89.3494
62045,Hamburg,Illinois,39.2235,-90.6995
62858,Louisville,Illinois,38.7718,-88.5065
60018,Des Plaines,Illinois,42.0155,-87.8687
60019,Des Plaines,Illinois,42.0243,-87.9071
60029,Golf,Illinois,42.058,-87.7916
60159,Schaumburg,Illinois,42.0334,-88.0834
60165,Stone Park,Illinois,41.903,-87.8811
60195,Schaumburg,Illinois,42.0764,-88.1093
60463,Palos Heights,Illinois,41.6621,-87.7927
60469,Posen,Illinois,41.6277,-87.6872
60608,Chicago,Illinois,41.8515,-87.6694
60675,Chicago,Illinois,41.8119,-87.6873
62447,Neoga,Illinois,39.322,-88.4503
60139,Glendale Heights,Illinois,41.9205,-88.0793
60181,Villa Park,Illinois,41.8799,-87.9782
60399,Wood Dale,Illinois,41.9545,-87.9377
60563,Naperville,Illinois,41.7895,-88.169
61432,Fairview,Illinois,40.6442,-90.1653
62092,White Hall,Illinois,39.4288,-90.4019
61472,Rio,Illinois,41.1103,-90.39
60041,Ingleside,Illinois,42.3631,-88.1587
60518,Earlville,Illinois,41.5859,-88.9103
60557,Wedron,Illinois,41.4409,-88.7703
61358,Rutland,Illinois,40.9844,-89.0388
61372,Troy Grove,Illinois,41.4678,-89.0831
62524,Decatur,Illinois,39.854,-88.9815
62069,Mount Olive,Illinois,39.0705,-89.7448
62024,East Alton,Illinois,38.8803,-90.083
62046,Hamel,Illinois,38.8901,-89.8457
62087,South Roxana,Illinois,38.8225,-90.0583
62075,Nokomis,Illinois,39.3036,-89.2853
62997,Willisville,Illinois,37.9848,-89.5899
62323,Chambersburg,Illinois,39.8071,-90.663
62222,Belleville,Illinois,38.44,-89.9835
62226,Belleville,Illinois,38.5352,-90.0006
62539,Illiopolis,Illinois,39.8499,-89.2513
62705,Springfield,Illinois,39.8017,-89.6437
62776,Springfield,Illinois,39.7495,-89.606
62796,Springfield,Illinois,39.7495,-89.606
62553,Oconee,Illinois,39.2884,-89.0836
61559,Princeville,Illinois,40.9093,-89.7723
61721,Armington,Illinois,40.3613,-89.3231
61810,Allerton,Illinois,39.9188,-87.9312
62895,Wayne City,Illinois,38.3328,-88.5833
62834,Emma,Illinois,37.9762,-88.1202
62869,Norris City,Illinois,37.9773,-88.3243
62841,Freeman Spur,Illinois,37.8612,-88.9973
61103,Rockford,Illinois,42.301,-89.0833
61108,Rockford,Illinois,42.2514,-89.0235
46769,Linn Grove,Indiana,40.645,-85.033
46851,Fort Wayne,Indiana,41.0938,-85.0707
46863,Fort Wayne,Indiana,41.0938,-85.0707
47126,Henryville,Indiana,38.5398,-85.7734
47840,Centerpoint,Indiana,39.391,-87.0935
47304,Muncie,Indiana,40.2111,-85.4291
47541,Holland,Indiana,38.2456,-87.0361
46528,Goshen,Indiana,41.6248,-85.8391
46540,Middlebury,Indiana,41.6754,-85.7114
